,text,threat
1535,"""

 Very amusing. Despite my having started discussion on these changes you chose to revert some of them with an edit summary saying """"see talk"""" despite the fact you had not commented in talk at that time. Apparently discussion does not apply to you. Having made unwarrented reverts without discussion you now pop up here to tell ME to use the talk page. 

I thought 3RR was clearly labelled at the head of articles where it was enforced. If that is now a general rule I may have fallen foul of it due the the number of stupid reverts a small number of editors have been doing on this article. (like removing the ref link to a scientific paper where the paper is first mention, in a para about the paper, and trying to bury it further down).""",0
1536,"""

  

Your request to be unblocked has been granted for the following reason(s):
cuz im da sh!t ni99a

Request handled by: 76.251.150.202   76.251.150.202  """,0
1537,"""

err ... ignore me 
The guy says """"cytologist"""" and he has a dutch accent to boot. Lol..
 """,0
1538,"Did you know... 

... that you are an ugly piece of shit?

Serious question.",0
1539,That is the most racist thing I ever heard...,0
1540,"Well nothing has been done to it, so I finally cut down the intro largely as I suggested it above. I took out the redundancy, but I'm not sure how to address your other concern, Rubenstein. Please edit as you see fit, though I think it's a step in the right direction.",0
1541,"""

 Symbolism of resignation date 

It should be noted that Joseph Ratzinger, ex-conscript in (Adolf) Hitler Youth, announced its resignation as Pope Benedict XVI on february 11th 2013, Benedict of Aniane and Adolf of Osnabrück feast dayCaholic online. February fest days http://www.catholic.org/saints/f_day/feb.php. Maybe, this shoud be added in hid biography.   
WP:SYNTH   
Close, but there's no conclusion. Not combining sources, just listing two. Just out of curiousity, NummerSechs, why should this be noted? Is there anything beyond it just being a sort of weird coincidence?  (talk) 02:22, April 4, 2013 (UTC)
Please READ WP:SYNTH which says: Do not combine material from multiple sources to reach or imply a conclusion not explicitly stated by any of the sources. If one reliable source says A, and another reliable source says B, do not join A and B together to imply a conclusion C that is not mentioned by either of the sources. Emphasis is mine.   
I get that. But what's the implication? He announced his resignation on February 11, and February 11 was the feast day of saints with loosely-related names, therefore...?  (talk) 06:59, April 4, 2013 (UTC)
Since, I do not agree at all with InedibleHulk & Elizium23's comments, I put also this discussion on their talk page. Everything a Pope does, speaks, writes, acts, etc. is think well in advance on a very symbolic basis. Denying that, without arguments better than a lawyer point of view, means a complete ignorance about the essence of Pope's role in catholic world & over other Christian churches. BTW, I'm French, not Anglo-saxon, learned german at school, (J. Ratzinger is German) and I do believe that I have quite an authority to write that, since France is recognized Rome's first daughter.   
we can just say that it happens to be the same day as those feasts and let the readers draw their own conclusions. otherwise it is WP:synth. I do know German quite well, I have taken 3 years of German classes, one year has been college-level.  Aunva6talk - contribs  
It should be noted that February the 11th, Catholic Church also celebrates Notre Dame de Lourdes a.k.a Our Lady of Lourdes (south-west of France). Another (non related ?) coincidence  François-Bernard Michel who co-presides the Lourdes Medical BureauComité Médical International de Lourdes (in french) http://fr.lourdes-france.org/approfondir/guerisons-et-miracles/composition-comite-medical-international-lourdes, presides also the French National Academy of Medicine for the year 2013. He is also member of the Académie des Beaux-Arts, he presided twice, at Institut de France, chair XIII, created in 1998.   
Very good.  Before rushing in with this sort of thing, people should know that """"superficial similarities spawn spurious statements"""" and """"capricious coincidences cause careless conjectures"""".      [Talk] 
This is neither (A) logical, (B) notable, or (C) in the sources. It is like putting a prediction by Nostradamus and the Aztec calendar together to get a result. Please KEEP THIS OFF THE ARTICLE. >> M.P.Schneider,LC (parlemus • feci)  
""",0
1542,"Here's an interesting subject 

Please read Wikipedia:Reference_desk/Humanities#Abbas_and_the_Armenians. Can you think of an article where we should move Clio's erudite reply? Do you agree that Abbas's deportation was the first great tragedy in the history of Armenian people? -трёп-",0
1543,"If you will check the image out, you will see that it is not the same image. I did not upload Watanuki.jpg ... judging from the history of the entry, it was added by the person who created this entry. Maybe it was the same panel from the manga, but it wasn't the same scan and it wasn't me.",0
1544,"""

 Wait. You first said that """"Troyano's book states that two arches at the Alconetar site are original (spans 6m and 7m)"""", but now you write that """"his text and captions imply that the arch on the left is an original Roman arch and the other two are more recent"""". In that case, the bridge would not be a Roman segmental arch bridge at all, wouldn't it? 

 Did Troyano somewhere write that the wooden low span/rise ratio bridges of the Romans also constitute segmental arches (despite their superstructure being out of wood, not stone)?  """,0
